sample,order,type,batch,1-methylhistamine,2-Arachidonyl glycerol,2'-deoxyadenosine,3-deaazadenosine,3-IPA,3HK,5-Aminolevulinic Acid,Acetylcarnitine,Adenosine,Alanine,Anandamide,Arachidonic acid,Arginine,Asparagine,Aspartate,Betaine,Butyrylcarnitine,cAMP,Carnitine,Choline,Colchicine,Creatine,Cysteamine,Cysteine,Cytosine,DMGV,GlucosePos2,Glutamate,Glutamine,Histidine,Î±-keto-Î²-methylvaleric acid.1,Î±-keto-Î²-methylvaleric acid.2,Isoleucine_Leucine,Kynurenic acid,L-Homoserine,Methionine,Phenylalanine,Phosphocholine,Proline,Riboflavin,Serine,Serotonin,Spermine,Taurine,Thiamine,Threonine,Thymidine,TMNO,trans-HYP,Tyrosine,Uridine,Valine,Valine-d8
714,759,S,9,1553751.3,108693.81,4199.246,28606.15,27478.521,5921.599,793.662,16718182.56,259234.75,42712.0625,14104.629,66040.83,19633517.6,18464.27226,13727.944,17869000,33710.291,47218.42,45533472.59,50514.519,1608.48,2010.784,112.294,2752.180665,59675.52,27480.3423,574880.9,436495.819,162813.246,16672178.5,4782.3067,469511.609,4506641.42,211847.308,13373.89508,435815.1955,21630915.9,198393.95,36788160.63,75922.43,31298.809,51869.085,5159888.27,188038.2225,13207.916,150573.676,3823.452,16832.0816,2013.6655,5626660.79,482431.934,710793.277,136194.695
715,760,S,9,1291963,119780.8,6654.91,38566.58,31661.529,3516.068,6461.9415,48983878.55,242514.28,7765.6861,26007.697,69311.4,19757044.6,30823.98872,10054.347,22744870,9415.098,43532.78,40409952.47,81630.2,2105.957,1759.9801,204.5225503,2355.538,64183.11,21241.7739,614034.9,397432.618,185479.2175,15544291.3,4282.4634,420271.16,5601118.98,265174.44,8827.660661,494939.5875,21226014.4,96026.73,40377670.04,175798.2,43845.396,42390.952,7633263.23,118956.544,30294.269,201836.851,4672.38,4071.592,1182.8026,5982770.99,577703.754,1015200.851,152299.851
716,761,S,9,1642531,98911.15,5214.512,41207.82,16367.327,6509.212,73.33106692,44494096.52,9485699.13,8227.1662,32287.98,65495.08,11652569.6,22549.05595,14451.676,10866140,11661.26,42391.5,47214208.39,69421.194,1573.739,2104.6101,108.9843345,4785.411881,122558.68,66289.0931,921519.4,1077550.54,125490.389,13560077.2,4439.2495,272557.366,3927330.1,183951.654,23946.45767,428727.8455,23209677.2,194978.9,29429150.5,108703.76,25762.89,9742.699,8712119.72,103714.4385,12326.827,147078.145,4524.906,65840.2961,1452.2092,4292323.06,570505.674,917429.127,157778.443
717,762,S,9,1239089,50947.15,3043.18,27029.96,118675.492,5556.668,1060.641,6811230.48,299130.11,13383.9187,21956.65,37874.52,21208612.1,8872.917393,11311.541,30642810,13813.939,39667.46,22408665.5,81587.518,2244.065,2511.6945,234.7016034,2813.296,70116.55,13300.3086,410581.3,333000.573,196863.337,17553393.9,3390.5848,401175.054,5126265.54,124275.446,15402.6426,755565.4985,15456414.4,130338.45,41912352.24,120082.26,49307.136,12146.246,4739695.6,72553.367,15852.46,168386.4385,5174.112,294000.4365,1637.9183,5555793.7,202167.2,789491.421,177221.821
719,763,S,9,1303622.6,111639.07,4616.076,28562.7,10553.6975,4831.33,6161.273,10135191.02,273876.29,25207.6564,26476.783,60052.2,19176167.5,8013.866384,10639.086,32428730,10157.134,50093.85,32843214.87,69853.8065,1678.462,1553.7985,621.5857564,2735.8855,74873.74,36958.06,422534.9,669767.025,127197.6605,16641070,4112.0318,370294.733,8794688.49,113409.664,49000.68052,466966.309,22708960.6,111821.78,36654331.99,107539.24,39591.285,11170.129,5057615.37,92105.942,30925.485,167563.967,5521.34,10732.0849,1108.0259,5075685.3,530666.748,909585.469,205619.869
720,764,S,9,1201276,103139.89,4861.671,31224.39,24017.8825,5128.496,71.41865108,30648607.84,297663.21,23075.483,32238.83,56368.1,11461482.5,17164.74114,9615.828,33701120,8598.961,44272.8,34103433.29,72122.5505,2281.194,2231.507,690.8281885,1745.83,106023.5,78954.8778,719104.9,492429.173,78171.0045,11296746.5,3852.6975,205427.895,5648292.46,97617.232,18017.035,485951.533,24819189.9,97076.16,24469231.7,200715.78,11367.676,12028.959,4784436.6,13714.3515,17302.412,110508.859,4462.487,202189.2342,1494.8432,6138844.91,458554.386,820908.771,115703.705
722,765,S,9,1352127.5,71739.39,3024.024,29719.39,9594.9545,5876.359,1980.951,19005658.57,279118.73,28424.1917,21749.768,35610.41,24190342.6,9709.409807,9976.127,14011650,11480.339,40835.94,38359223.18,42107.2465,1474.307,1606.9106,345.4731376,1747.599043,123925.07,31232.8492,413157.4,412487.844,154851.1515,18958252.7,3608.7053,400313.018,7118425.68,122845.526,16511.15726,626530.84,26073168,65113.99,40641886.26,137841.77,25974.965,13178.642,5906102.96,59940.4485,42509.1,180290.743,6317.633,7026.3887,1025.7474,5742230.72,487009.542,913654.314,150268.333
723,766,S,9,1578022.9,69683.26,3593.81,31844.66,27081.7485,5176.125,71.65,27974443.46,203685.66,26358.7428,22480.605,46547.97,15296360.1,11345.01045,12041.785,20471870,17622.092,42277.74,34692966.04,59247.5635,1689.343,3194.4252,443.4890554,1929.744668,62941.92,11362.0739,725366,501082.617,168168.7235,17877291.2,4673.1372,370556.759,4174077.71,118066.376,43610.62067,143630.8845,18503499.9,188553.23,32001326.85,248025.69,24075.915,22220.787,5519415.65,209990.982,27742.32,209851.3475,3800.282,229044.0466,1670.9566,4372719.27,349039.785,863237.073,133150.415
703*,767,SR,9,1527868.2,86383.35,4364.452,32702.72,18517.388,5064.794,2259.437,39425727.66,222167.08,29161.7967,24152.691,55344.94,18148271.7,10465.147,12786.167,13345120,12657.37,44711.27,44570407.58,44252.3295,1593.02,679.3865,1402.52,1783.561337,105985.42,25055.9401,566004.4,330947.558,173166.11,21919206.3,3637.069,428536.483,6594494.34,165681.346,16426.57919,353991.442,16677697,122030.93,47247543.5,148387.27,33111.97,17378.724,5865491.88,91748.627,12970.13,126159.364,3697.403,2477.4977,1117.7904,6606310.45,509506.206,868124.507,204484.268
Pool,768,QC,9,1431349.4,99663.36,4410.043,41896.8,24206.64,3840.497,2122.565,40659471.78,299485.9,17086.2279,26873.325,60012.4,16647961.4,33799.00701,11692.935,18015620,9553.56,110249.5,35201183.67,61754.1715,3289.954,1877.5538,195.2092886,2507.1775,106190.06,43552.4255,641556.5,534216.435,152346.061,18250963.7,5934.7038,377442.068,7046005.13,318971.396,89199.12943,303161.2927,19604182.5,143680.09,36813046.35,227264.39,30195.601,25023.421,4079823.05,104119.837,25995.755,155699.834,4643.557,4269.7537,1528.0752,4526670.96,397486.108,658329.691,133141.521
724,769,S,9,1070070.2,86718.29,4165.84,28329.27,38618.515,4481.802,492.866,35268496.01,272404.9,10809.8469,16495.676,47612.35,19029607.4,9091.674682,14975.738,19116700,14389.409,40770.77,42511093.17,39790.688,1778.339,1912.3089,465.752,3927.227093,95927.36,18472.1912,779662.1,558936.189,131960.763,19304719.9,7012.1159,515914.677,7824690.48,164225.81,26208.45354,410964.752,22941870.2,141416.75,34343418.59,269296.15,27164.729,18691.977,4669504.04,56781.5635,18800.346,172552.6925,4471.3,68133.5948,1488.2114,5440387.44,774318.07,942904.107,121486.362
725,770,S,9,1331589.7,118956.11,5063.268,49127.88,8352.6105,3706.958,5281.258756,38449046.43,270433.47,24104.59,28354.214,96667.85,19393941.8,14213.97648,10603.348,7105688,18199.595,47143.66,43945440.97,85500.448,1232.467,2224.4007,112.29,2799.436702,132945.83,12904.1424,397388,457304.015,142135.1115,18364978.6,5336.2219,379814.217,6925159.56,489381.274,77669.42892,523629.8965,19442536.7,214574.63,38412703.93,1005681.89,35157.842,11360.301,6189838.1,59046.401,75957.07,481441.855,11301.05,95933.9724,2249.7199,5764031.16,708915.02,897602.583,158026.961
728,771,S,9,1142601,97449.28,3215.296,25048.08,11070.9065,5013.768,283.734,33900874.5,293512.34,32032.0275,18201.299,49840.43,22551890.7,13803.42731,10341.141,12175120,25213.144,42639.76,39829104.26,34297.476,1707.214,2061.6054,118.1073644,1819.598,81490.11,11613.1868,475225.2,406118.437,167777.176,19820260.9,5076.6376,401742.31,6928047.42,127205.688,217483.0744,485606.1405,15523328.3,135925.61,22369593.02,59329.7,18179.66,11820.899,5421248.51,61281.3818,14292.613,305829.0785,4209.22,606.784,1731.1694,4980235.2,605395.67,1160107.211,138974.919
731,772,S,9,1294875.6,134359.06,2954.492,32052.94,15011.882,4564.206,482.8213999,32874880.17,255851.4,23710.8028,16262.246,91689.49,30099476.7,11485.77506,11491.643,14551110,13513.943,47321.62,30021736.03,61807.6285,1854.053,2695.6891,55.61685839,3040.46377,106752.49,23805.571,380961.6,277410.552,116749.5855,19757170.3,7170.706,549737.171,8388984.8,300951.402,19434.1368,405811.9755,24467416.6,127253.86,30008125.05,1505024.74,45219.434,5415.182,5623368.08,43615.9835,23672.484,139094.496,4307.967,6970.3469,1876.8326,7841860.58,702025.734,712927.425,129908.661
713*,773,SR,9,1202090.3,77717.09,4758.906,27176.97,11897.5838,4439.747,277.665851,43490843.81,259183.04,19826.2434,24978.197,71805.88,20087729.8,18722.08669,13069.633,11327070,14828.271,45021.5,44236508.44,68380.474,1488.853,2327.34,79.43435273,908.8135,65891.83,18102.0645,446921.1,342968.252,139382.456,19037849.8,4202.7174,395994.86,7002808.79,218493.844,28467.90675,467041.53,18956480.5,77518.91,31727785.41,106566.74,46031.343,10512.083,8598438.35,75721.195,18463.774,196896.7625,3718.694,247975.392,1733.359,4875824.41,392661.473,804457.524,109795.743
732,774,S,9,1286707,120832.21,3986.438,26468.5,9431.153,3729.338,7137.328,22791513.59,248922.7,36467.8272,16522.704,53345.41,19361496.2,23737.03384,8616.641,20029450,6881.587,42137.59,41504461.2,50912.06,1623.15,1574.0982,156.4764083,2726.8715,99482.02,17604.4418,615155.4,376304.706,120394.525,27202406.3,3996.33,446603.887,7416708.19,163168.214,9847.395196,482401.3555,20286266,85791.3,27440990.15,152373.86,24603.946,14679.62,4541035.59,27650.859,37543.729,277512.3115,3943.919,8343.0813,1700.4856,6485907.76,485043.2,834695.509,162555.084
733,775,S,9,1738069.2,115532.13,4848.074,39924.8,14182.0805,3537.11,5520.6005,53593277.59,236038.8,32476.5201,23217.251,52423.31,16653660.6,11925.22104,13715.81,19517310,13750.029,50219.02,45430577.42,85639.0715,2019.336,2980.1841,362.4170169,2719.852782,91251.21,64770.6851,498854.6,386220.246,113677.443,14459781.4,4201.4805,367038.13,5710604.44,300318.032,5333.353947,543200.8325,18883514.9,231941.47,32648606.33,115658.95,36190.317,23164.853,5695908.02,59734.165,17367.884,129644.653,3810.711,4391.1359,4737.1606,7912238.65,307892.31,700116.887,169196.095
736,776,S,9,1739907.8,80370.64,3802.678,28318.67,8435.5029,4029.493,3577.353,74632910.25,220829.74,20300.4999,31297.993,44855.95,5066052.9,14525.77834,10168.613,30114230,8167.347,154486.43,40061567.51,147426.236,1635.901,4250.4365,64.23323303,1915.996961,81290.2,44383.1819,541011.2,169361.618,120685.7755,9671463.6,3489.4533,172295.438,2859969.88,258235.802,27038.46627,204117.7985,15855380.1,121632.91,17203363.42,215134.95,31593.117,21203.386,4222376.36,43871.4975,17333.823,80516.8913,3605.8,3925.6105,3324.0594,3086765.17,225351.66,490786.731,279152.55
737,777,S,9,1104203.9,77320.98,2627.236,26466.66,34564.0865,4434.364,1246.723569,20519537.81,255987.15,25986.9148,20046.488,49218.48,18050977,7053.47506,15155.222,8337132,8346.732,63994.24,39612809.06,44519.769,1720.453,1915.3971,464.13,3407.007124,96446.36,33507.7371,765017.1,470033.331,141441.6815,19105653.6,4341.2294,420823.83,6890384.41,196857.436,44255.24293,304715.0555,23851786.4,108459.06,32564491.7,113585.34,33111.958,11127.712,5255259.13,47711.981,26126.223,149040.0905,3942.538,25376.7334,1874.3959,5032686.7,572507.508,1148984.703,156166.9
738,778,S,9,1087371.8,91500.44,4010.226,28833.64,49043.07,4218.802,1488.442,12163809.15,251800.75,91892.4239,19332.017,57964.32,26881530.3,16189.44335,11028.843,12456070,24824.773,41737.21,38100059.58,50564.3185,2149.892,2199.54,59.884,3526.537726,76718.72,24067.1773,618866.6,518606.058,154287.673,23138067.7,6122.0165,470066.611,7234686.47,121153.434,11683.23934,228408.3375,21104227.2,200656.21,36112430.26,238540.51,37746.759,15474.665,6160889.15,69134.7785,30920.137,179355.492,4272.938,2786.3143,1721.7248,6414346.83,731161.522,884623.054,127869.795
Pool,779,QC,9,1416556.9,114156.3,6297.556,45981.92,24901.7865,3760.822,4240.203,47227278.31,301065.84,11848.241,32894.594,72195.99,22155572.4,12633.61555,14767.963,19991240,19701.608,108546.79,40235706.04,54549.6895,2999.191,1896.8245,106.7223615,1250.285085,89603.31,23543.3316,308107.1,478486.519,177315.2705,21005458.3,3935.9444,397135.317,6931359.61,182526.344,42318.70055,571924.7375,20705883.1,89828.76,41056079.87,256695.03,34036.123,18209.416,6616955.91,30924.78,31462.402,185832.54,4865.48,7063.888,1663.2011,5486703.7,370481.298,751867.098,155831.161
724*,780,SR,9,1298543.4,84393.66,3415.966,28112.36,28697.7275,6026.489,1476.559,39842361.7,308782.27,11624.9491,21153.401,48864.6,19478584.9,21568.68154,14588.851,28542520,10513.716,38758.77,39756952.74,85585.5445,2043.269,1638.5096,431.1063023,2049.1455,91512.27,56607.9686,445458.6,533496.992,129729.6185,17494133.9,4143.063,479295.479,8217669.63,132845.218,32491.67257,321127.8765,24393924.2,114731.69,33211308.23,234135.81,20129.241,17051.713,3739283.22,57758.1495,15965.303,147775.528,4922.036,3733.5583,1262.5022,6576796.42,663662.07,1669272.41,199312.611
739,781,S,9,1235936.1,90810.34,4334.774,24561.48,13619.6409,5001.949,2944.0575,32496941.08,428615.93,19955.6028,24252.856,45867.6,16320094.6,26228.27374,7929.273,15406510,7295.873,39166.19,26425634.16,38823.732,1718.467,1955.4762,42.92037299,2277.07,82504.82,11559.2567,374559.2,288625.748,125401.7815,16584690.5,4542.8152,365017.207,4958862.53,139582.04,12019.06949,287850.463,16949183.3,114470.78,18107654.86,171230.9,19938.798,27730.439,5658691.88,180702.8735,69420.656,113628.4995,3702.946,237808.4022,1959.8234,3550027.41,421887.608,515843.102,139406.475
740,782,S,9,1221137.8,76827.27,5269.074,26541.49,9100.59,3973.786,5819.0815,18383238.36,252737.48,30702.8248,26423.88,58735.62,15581871,21984.54966,9161.241,7939539,9331.228,47775.75,38538892.4,68793.11,1788.31,2883.6532,64.67363508,1750.9225,103295.82,19068.0144,399229.2,421321.526,86778.3355,15600519.9,4084.098,284319.678,5534229.64,299601.082,9551.206,133587.4525,18666615.5,61510.47,29635745.09,438922.38,38705.741,22402.453,4634332.18,115665.14,105447.334,79428.5855,4305.256,19593.5538,2093.8398,4221430.59,448748.246,648238.958,127315.818
742,783,S,9,1329167.9,78039.85,4128.851,30874.54,13588.061,4074.87,215.14,46020378.25,268644.75,8378.7935,24734.375,50496.59,11130276.6,9641.051123,12871.533,20348780,6896.326,46660.38,38037479.39,86561.206,1510.286,2345.9258,329.0337224,3417.3745,95031.21,41552.9518,662446.8,550192.257,129535,15672292.9,4580.89,385041.598,6379781.5,293631.16,41126.0805,159651.501,22060145.8,77382.4,32179507.53,182614.04,22074.769,9602.183,9461749.3,67942.2025,35282.893,118128.3665,4321.141,46027.6945,1965.9911,7720479.34,454252.764,814484.522,147186.87
743,784,S,9,1375924.5,89683.58,5389.77,32501.11,24564.481,3638.845,5466.5845,40280089.22,547649.44,8168.8049,24809.796,62662.84,15764516.4,13550.32297,10080.312,11281410,14785.91,39790.99,28097175.24,55534.863,1787.597,1461.6497,454.7817134,2046.491708,79524.89,5574.1023,593987.3,315261.997,123117.86,22162772.1,4126.4953,378916.699,7948509.28,92037.602,65533.52804,265437.106,22057806,169591.33,30455421.65,118166.46,21000.567,8299.481,5038735.58,48855.7485,11534.928,153248.371,4974.813,24635.7435,1727.4663,3330278.63,568413.374,1095430.583,177895.577
745,785,S,9,1445351.4,119417.78,5362.921,33351.26,9726.0755,5915.189,1129.007,64978587.78,760698.28,19720.961,23124.446,82091.69,18833909.3,13138.37594,9756.004,19916080,14383.339,42021,48729853.78,120017.9105,1450.211,1818.085,248.0120283,3021.243702,87174.82,25876.0896,689820.2,390481.252,195552.061,15474314.4,4471.9601,323519.82,4771833.17,116750.582,18548.47658,381431.878,15982742.5,105755.34,32703952.76,121996.33,55293.652,13368.07,8528715.29,65083.4042,22565.802,174963.5975,3765.353,2459.4104,1888.934,7214271.41,426165.302,454539.573,155489.086
640**,786,Replicate,9,1444615.2,119158.87,5012.74,31017.97,79636.8715,3738.641,986.0145,46500783.39,405137.4,14779.9488,11336.483,81595.51,17207044.4,9111.29929,11644.941,22493250,5604.612,44557.94,43469993.47,36473.747,1540.908,1654.7113,168.9216614,2274.229343,83320.91,10516.0881,478275.9,339853.286,156414.544,17651947.7,4084.9189,328268.303,4091358.25,131392.31,21650.24418,235906.349,16864088.2,92401.6,33377534.65,89360.35,26472.249,20788.247,5866318.59,156160.755,33344.873,107331.768,4051.823,102267.0628,1472.4414,4160234.01,300069.546,743266.01,151111.063
746,787,S,9,1033528.4,82069.37,1982.168,24722.95,11283.181,5167.536,1125.9325,65605171.57,247640.36,16546.8809,31032.133,48139.64,17793742.7,8614.478512,13524.46,8948835,10397.625,50807.39,36236105.85,64770.7155,1508.484,1620.6233,660.4509933,2359.050164,74836.78,20302.6798,460140.3,385645.765,161509.5365,18716820.8,4306.9273,334987.679,4919854.71,84349.132,102971.4754,317269.9555,20070410.2,85082.04,34444006.01,57892.92,32459.309,13023.969,7689516.55,65061.5635,16452.746,276735.5645,4234.402,467818.1483,1258.8471,4773426.39,389637.674,643839.265,172527.978
747,788,S,9,1179563.1,113299.36,4341.554,29267.27,9458.966,4507.206,4538.309,45438932.08,276535.88,13829.8179,24310.119,66718.55,15675466.3,13666.5464,30778.974,13428060,14181.579,47346.34,34693685.89,50733.0375,1874.741,1838.5331,147.2413586,1296,103082.22,9998.6954,507259.4,610815.512,104635.2925,18918639.4,3009.6944,411752.77,5926722.12,134417.544,212623.1708,355447.872,28313611.5,58410.72,39253356.29,100850.16,27245.192,3819.759,4102904.79,219489.9945,16910.026,145393.118,3780.85,1133.084,1215.507,7253412.27,466509.86,976296.71,158235.033
748,789,S,9,900457.6,115507.91,4973.578,32060.15,14186.0015,5369.451,923.84,34759321.43,251986.05,4198.7064,17708.529,57351.88,19656498.1,15766.5151,7476.374,10660880,3403.808,39620.05,25209013.3,66867.649,1914.866,1229.1348,284.4381178,1291.288,62850.96,14586.0243,513949,238745.506,111190.1395,19868982.6,3631.9603,309290.986,5545685.59,91832.382,106612.0345,460515.859,19099677.3,117151.15,19792206.01,135073.2,20531.125,12131.58,4780456.58,35028.169,18251.173,233810.745,3910.225,36834.3595,1075.4507,4318197.54,539156.238,682699.847,135573.757
Pool,790,QC,9,1378669.8,104242.31,4466.225,44524.82,24261.4535,5726.523,829.3787316,39315963.68,264152.71,27318.367,28627.906,61472.68,19621073.1,9519.783251,12663.757,23709240,10398.901,101980.86,43850606.11,77501.362,2898.621,2188.4215,104.818,3003.230965,91641.26,23760.2678,653099.4,492750.386,150045.126,21280212.8,4678.5503,405096.712,7099023.16,187360.686,59341.76778,657509.933,23381438.9,86984.58,43425062.34,258947,47387.273,18521.053,7531854.02,92065.4855,37713.904,227220.51,4229.455,526.169,1399.431,5803242.6,476569.084,871548.267,127835.237
749,791,S,9,1593847.2,84784.92,3360.726,25588.2,14863.541,10760.881,8836.079,62023187.26,266466.72,32962.1406,22667.625,43369.96,16286959.6,6902.594765,12687.778,20020480,13766.01,48995.19,46168537.35,141080.989,2142.656,1832.958,NA,3031.986,85263.01,84799.3645,665137.4,423703.658,123778.6365,14061851.7,3560.361,321960.95,7958627.44,231633.146,30239.43098,307026.319,25922144.5,153761.05,30264290.75,143516.48,36528.707,20984.554,7577678.01,29600.8255,23221.442,122900.877,4881.07,3884.0866,1378.2049,5516592.9,472029.468,801939.282,107495.386
750,792,S,9,1071972.8,75993.87,3764.85,22259.3,19299.8995,3088.317,570.2895,21093989.54,209552,5555.1851,27758.107,50102.52,15908114.7,6284.5185,11834.236,1653201,5363.066,45432.13,24625357.48,27767.0975,1968.129,2348.4164,165.526693,604.788,61378.48,20215.5733,645288.6,337508.879,90144.477,22583387.8,2882.424,314033.471,3524980.93,111965.1,9219.0295,245919.2525,15953967.8,66069.21,17483727.5,286505.86,33363.617,12460.688,4461232.16,53519.1295,19692.033,175955.5205,4062.141,155.0791,1606.6214,3880401.4,235263.012,667698.068,159476.318
752,793,S,9,1242779.7,80410.32,4451.916,30450.88,6501.683,2963.678,137.038959,20574872.06,362278.9,4461.0702,25804.598,50813.7,17433235,3856.381769,13762.592,13976530,7923.477,54049,50702166.49,74738.4435,1821.735,1200.6853,40.14694378,1743.3155,108361.8,14722.1508,408997.9,717651.123,126772.696,20118721.2,5652.6685,405642.239,8403447.81,93729.338,25290.86072,429477.533,23373637.9,86767.18,30058580.42,169851.15,23611.327,13537.129,6288863.06,88492.0805,21735.855,288678.2715,4747.359,2256.799,1685.6647,7473153.06,469320.744,760478.323,174288.047
